,ride_date
21283,2017-12-04
21284,2017-09-08
21285,2021-11-06
21286,2021-11-06
21287,2017-09-28
21288,2019-02-19
21289,2019-03-27
21290,2017-04-18
21291,2019-12-22
21292,2019-09-11
21293,2021-11-06
21294,2019-04-30
21295,2019-04-10
21296,2019-10-05
21297,2017-07-20
21298,2017-07-22
21299,2017-07-20
21300,2019-04-17
21301,2021-11-06
21302,2017-05-10
21303,2019-06-27
21304,2018-07-22
21305,2018-05-14
21306,2021-11-06
21307,2021-11-06
21308,2018-07-30
21309,2019-05-23
21310,2018-02-18
21311,2017-09-02
21312,2017-06-27
21313,2019-06-14
21314,2017-03-26
21315,2021-11-06
21316,2018-12-26
21317,2018-10-20
21318,2021-11-06
21319,2018-03-24
21320,2021-11-06
21321,2021-11-06
21322,2018-07-18
21323,2017-08-18
21324,2021-11-06
21325,2018-10-28
21326,2018-07-13
21327,2019-03-10
21328,2017-11-20
21329,2017-10-30
21330,2017-03-11
21331,2021-11-06
21332,2018-11-11
21333,2019-05-14
21334,2021-11-06
21335,2019-08-14
21336,2019-05-09
21337,2017-11-03
21338,2017-05-18
21339,2021-11-06
21340,2017-07-08
21341,2021-11-06
21342,2018-08-20
21343,2018-12-28
21344,2017-05-23
21345,2018-12-21
21346,2021-11-06
21347,2017-03-10
21348,2021-11-06
21349,2017-08-24
21350,2021-11-06
21351,2017-04-21
21352,2019-07-01
21353,2017-04-19
21354,2018-10-31
21355,2017-02-21
21356,2021-11-06
21357,2018-12-31
21358,2018-11-07
21359,2021-11-06
21360,2018-06-15
21361,2018-11-24
21362,2021-11-06
21363,2017-08-10
21364,2018-08-30
21365,2021-11-06
21366,2020-01-15
21367,2017-12-12
21368,2019-05-03
21369,2017-02-27
21370,2017-01-10
21371,2021-11-06
21372,2017-06-11
21373,2021-11-06
21374,2020-01-19
21375,2019-02-05
21376,2021-11-06
21377,2021-11-06
21378,2019-10-28
21379,2021-11-06
21380,2018-05-29
21381,2017-06-02
21382,2019-06-29
21383,2017-07-23
21384,2017-10-02
21385,2018-02-10
21386,2017-10-05
21387,2017-07-24
21388,2017-03-04
21389,2018-07-16
21390,2017-03-05
21391,2020-02-08
21392,2021-11-06
21393,2017-07-02
21394,2021-11-06
21395,2019-07-30
21396,2020-02-07
21397,2018-04-01
21398,2018-12-07
21399,2017-05-14
21400,2018-11-27
21401,2019-05-03
21402,2018-12-12
21403,2021-11-06
21404,2018-02-25
21405,2021-11-06
21406,2018-08-13
21407,2021-11-06
21408,2017-10-18
21409,2017-08-07
21410,2018-05-31
21411,2017-12-27
21412,2017-05-03
21413,2019-01-09
21414,2021-11-06
21415,2018-09-03
21416,2019-06-23
21417,2021-11-06
21418,2021-11-06
21419,2018-05-20
21420,2017-05-18
21421,2019-06-12
21422,2021-11-06
21423,2021-11-06
21424,2017-07-04
21425,2017-11-01
21426,2017-12-02
21427,2018-04-02
21428,2019-01-03
21429,2019-11-19
21430,2019-08-03
21431,2018-11-03
21432,2018-10-06
21433,2020-01-23
21434,2021-11-06
21435,2021-11-06
21436,2018-01-08
21437,2018-11-15
21438,2020-02-03
21439,2017-08-29
21440,2018-06-14
21441,2018-06-14
21442,2019-08-17
21443,2021-11-06
21444,2018-07-01
21445,2018-01-09
21446,2019-06-25
21447,2017-08-12
21448,2017-12-16
21449,2021-11-06
21450,2018-01-01
21451,2021-11-06
21452,2020-01-20
21453,2017-08-21
21454,2017-12-21
21455,2017-10-27
21456,2019-04-06
21457,2018-06-25
21458,2021-11-06
21459,2019-12-13
21460,2019-07-26
21461,2018-08-25
21462,2019-09-24
21463,2019-05-18
21464,2018-05-16
21465,2020-02-17
21466,2017-01-17
21467,2019-07-12
21468,2018-11-13
21469,2018-12-11
21470,2021-11-06
21471,2017-05-25
21472,2017-03-22
21473,2021-11-06
21474,2017-03-26
21475,2018-05-03
21476,2021-11-06
21477,2020-01-16
21478,2019-09-05
21479,2021-11-06
21480,2019-09-05
21481,2019-12-09
21482,2018-05-20
21483,2018-05-20
21484,2017-04-07
21485,2017-06-19
21486,2018-08-17
21487,2021-11-06
21488,2019-11-23
21489,2019-09-24
21490,2018-01-18
21491,2018-02-25
21492,2019-01-01
21493,2019-12-13
21494,2018-02-03
21495,2019-09-04
21496,2018-09-02
21497,2018-04-26
21498,2021-11-06
21499,2021-11-06
21500,2019-08-02
21501,2019-10-27
21502,2019-07-08
21503,2018-01-28
21504,2017-05-20
21505,2019-04-02
21506,2017-01-25
21507,2017-04-16
21508,2021-11-06
21509,2017-05-14
21510,2017-03-13
21511,2018-01-03
21512,2017-07-25
21513,2021-11-06
21514,2019-04-05
21515,2020-02-02
21516,2021-11-06
21517,2017-02-10
21518,2018-08-10
21519,2018-11-21
21520,2018-07-01
21521,2019-10-24
21522,2021-11-06
21523,2017-05-02
21524,2021-11-06
21525,2020-01-25
21526,2021-11-06
21527,2019-06-17
21528,2018-10-23
21529,2017-05-23
21530,2019-01-20
21531,2018-04-05
21532,2017-11-22
21533,2018-04-20
21534,2018-12-29
21535,2019-03-11
21536,2018-03-31
21537,2021-11-06
21538,2021-11-06
21539,2018-06-23
21540,2019-05-15
21541,2019-11-04
21542,2018-05-10
21543,2017-01-17
21544,2019-10-16
21545,2018-01-02
21546,2018-03-20
21547,2018-03-04
21548,2021-11-06
21549,2021-11-06
21550,2021-11-06
21551,2018-09-03
21552,2021-11-06
21553,2021-11-06
21554,2017-05-20
21555,2021-11-06
21556,2018-02-25
21557,2017-09-03
21558,2018-11-11
21559,2019-10-31
21560,2017-08-06
21561,2019-06-25
21562,2021-11-06
21563,2021-11-06
21564,2017-06-18
21565,2018-10-19
21566,2021-11-06
21567,2019-01-27
21568,2021-11-06
21569,2018-12-10
21570,2019-04-18
21571,2021-11-06
21572,2019-09-10
21573,2018-08-28
21574,2019-12-28
21575,2021-11-06
21576,2018-08-14
21577,2019-04-01
21578,2018-07-09
21579,2018-01-06
21580,2019-01-09
21581,2019-01-03
21582,2019-07-20
21583,2018-12-14
21584,2017-10-30
21585,2021-11-06
21586,2019-05-03
21587,2019-06-19
21588,2020-01-27
21589,2017-03-18
21590,2021-11-06
21591,2018-09-24
21592,2021-11-06
21593,2019-12-06
21594,2019-09-11
21595,2017-01-11
21596,2018-07-04
21597,2018-03-14
21598,2018-04-17
21599,2018-08-30
21600,2017-12-09
21601,2019-07-09
21602,2018-01-15
21603,2018-12-04
21604,2021-11-06
21605,2018-11-16
21606,2019-03-29
21607,2018-07-11
21608,2017-11-11
21609,2021-11-06
21610,2021-11-06
21611,2018-11-23
21612,2021-11-06
21613,2021-11-06
21614,2018-11-13
21615,2018-05-05
21616,2018-03-25
21617,2020-02-13
21618,2021-11-06
21619,2019-04-19
21620,2019-05-14
21621,2019-03-16
21622,2019-08-03
21623,2018-05-06
21624,2018-03-30
21625,2018-04-24
21626,2019-11-05
21627,2018-04-07
21628,2017-11-20
21629,2018-10-16
21630,2018-06-15
21631,2017-04-19
21632,2021-11-06
21633,2017-06-23
21634,2021-11-06
21635,2018-03-28
21636,2019-08-26
21637,2019-01-25
21638,2019-08-07
21639,2019-06-11
21640,2021-11-06
21641,2019-04-07
21642,2021-11-06
21643,2017-02-12
21644,2018-03-24
21645,2017-12-07
21646,2019-03-07
21647,2021-11-06
21648,2017-02-21
21649,2021-11-06
21650,2017-08-18
21651,2021-11-06
21652,2021-11-06
21653,2017-05-27
21654,2017-08-20
21655,2018-06-09
21656,2018-03-19
21657,2021-11-06
21658,2018-02-01
21659,2017-08-13
21660,2019-10-08
21661,2021-11-06
21662,2021-11-06
21663,2018-10-21
21664,2021-11-06
21665,2017-04-29
21666,2018-10-30
21667,2018-08-17
21668,2018-03-26
21669,2019-08-06
21670,2018-01-10
21671,2019-11-13
21672,2019-01-06
21673,2021-11-06
21674,2017-06-16
21675,2017-09-11
21676,2017-09-29
21677,2021-11-06
21678,2019-05-09
21679,2019-08-06
21680,2017-01-06
21681,2018-08-25
21682,2021-11-06
21683,2019-06-01
21684,2018-03-08
21685,2017-07-11
21686,2018-11-22
21687,2021-11-06
21688,2017-11-21
21689,2019-04-01
21690,2017-12-15
21691,2019-11-13
21692,2021-11-06
21693,2018-04-01
21694,2017-06-20
21695,2019-09-18
21696,2017-02-10
21697,2018-06-23
21698,2018-09-07
21699,2017-05-01
21700,2019-04-05
21701,2017-08-20
21702,2017-10-14
21703,2019-09-11
21704,2018-01-17
21705,2017-09-12
21706,2017-05-21
21707,2019-12-01
21708,2017-01-24
21709,2021-11-06
21710,2018-11-29
21711,2021-11-06
21712,2017-11-19
21713,2017-03-25
21714,2017-06-26
21715,2017-04-24
21716,2021-11-06
21717,2018-03-22
21718,2017-10-30
21719,2018-09-06
21720,2019-12-25
21721,2018-02-21
21722,2018-04-12
21723,2017-03-10
21724,2019-08-07
21725,2018-03-19
21726,2018-11-08
21727,2019-01-02
21728,2019-03-07
21729,2019-01-04
21730,2019-09-18
21731,2021-11-06
21732,2017-06-09
21733,2019-11-10
21734,2017-11-12
21735,2021-11-06
21736,2021-11-06
21737,2019-08-11
21738,2018-05-01
21739,2018-09-04
21740,2017-10-25
21741,2021-11-06
21742,2021-11-06
21743,2017-11-01
21744,2019-10-25
21745,2019-04-07
21746,2018-02-21
21747,2019-01-10
21748,2021-11-06
21749,2017-10-07
21750,2019-04-26
21751,2018-03-13
21752,2021-11-06
21753,2017-04-25
21754,2017-09-12
21755,2018-04-20
21756,2018-10-04
21757,2021-11-06
21758,2018-09-23
21759,2017-12-14
21760,2017-04-25
21761,2019-08-04
21762,2017-08-16
21763,2019-05-08
21764,2017-09-15
21765,2020-01-07
21766,2017-07-10
21767,2017-01-05
21768,2021-11-06
21769,2019-05-17
21770,2019-08-16
21771,2019-09-27
21772,2017-12-21
21773,2018-07-27
21774,2017-04-22
21775,2018-03-05
21776,2021-11-06
21777,2017-02-06
21778,2018-07-19
21779,2021-11-06
21780,2017-03-31
21781,2018-08-07
21782,2021-11-06
21783,2021-11-06
21784,2019-04-10
21785,2017-11-25
21786,2021-11-06
21787,2019-07-28
21788,2019-03-26
21789,2019-06-30
21790,2019-05-02
21791,2018-06-12
21792,2019-05-08
21793,2017-08-19
21794,2021-11-06
21795,2017-01-25
21796,2019-01-10
21797,2017-09-12
21798,2021-11-06
21799,2018-06-07
21800,2021-11-06
21801,2019-10-03
21802,2018-10-08
21803,2018-12-17
21804,2019-07-07
21805,2018-05-12
21806,2017-06-12
21807,2019-06-27
21808,2019-03-12
21809,2019-04-24
21810,2018-11-17
21811,2021-11-06
21812,2020-01-12
21813,2018-09-18
21814,2017-04-01
21815,2018-07-09
21816,2020-01-07
21817,2020-02-15
21818,2017-01-09
21819,2021-11-06
21820,2021-11-06
21821,2018-11-16
21822,2021-11-06
21823,2019-06-10
21824,2017-10-15
21825,2021-11-06
21826,2018-09-29
21827,2018-04-11
21828,2017-07-12
21829,2021-11-06
21830,2018-06-25
21831,2017-07-07
21832,2020-02-17
21833,2021-11-06
21834,2019-11-04
21835,2017-10-31
21836,2017-10-03
21837,2017-01-23
21838,2018-01-12
21839,2019-10-29
21840,2017-01-31
21841,2018-07-21
21842,2019-01-31
21843,2018-09-16
21844,2021-11-06
21845,2019-01-30
21846,2021-11-06
21847,2021-11-06
21848,2018-09-06
21849,2021-11-06
21850,2019-03-19
21851,2021-11-06
21852,2017-02-08
21853,2019-05-05
21854,2018-03-08
21855,2017-01-14
21856,2021-11-06
21857,2021-11-06
21858,2018-08-26
21859,2017-02-02
21860,2019-02-04
21861,2017-10-06
21862,2018-07-18
21863,2018-05-29
21864,2017-10-18
21865,2018-09-12
21866,2018-01-27
21867,2020-02-06
21868,2019-04-23
21869,2021-11-06
21870,2018-07-22
21871,2019-07-07
21872,2018-02-07
21873,2019-01-12
21874,2019-09-06
21875,2019-12-16
21876,2019-02-19
21877,2017-08-13
21878,2021-11-06
21879,2018-02-06
21880,2018-12-25
21881,2018-11-22
21882,2019-04-23
21883,2019-08-30
21884,2018-06-14
21885,2021-11-06
21886,2017-12-27
21887,2021-11-06
21888,2017-04-05
21889,2019-08-06
21890,2017-03-07
21891,2017-03-06
21892,2017-09-27
21893,2018-02-23
21894,2017-05-11
21895,2017-02-14
21896,2019-03-31
21897,2018-11-24
21898,2018-09-27
21899,2020-01-04
21900,2017-04-18
21901,2018-02-14
21902,2021-11-06
21903,2018-03-18
21904,2018-01-01
21905,2017-03-11
21906,2019-01-17
21907,2020-02-05
21908,2021-11-06
21909,2017-03-09
21910,2020-02-05
21911,2019-09-25
21912,2018-05-31
21913,2019-08-07
21914,2018-06-03
21915,2017-10-21
21916,2018-10-20
21917,2019-07-02
21918,2017-10-04
21919,2019-01-22
21920,2018-03-12
21921,2019-02-16
21922,2019-06-25
21923,2017-08-27
21924,2019-07-06
21925,2019-07-21
21926,2018-09-16
21927,2017-03-14
21928,2019-03-04
21929,2019-01-10
21930,2018-07-09
21931,2018-07-05
21932,2021-11-06
21933,2017-03-10
21934,2017-05-23
21935,2018-09-08
21936,2017-07-06
21937,2019-02-21
21938,2021-11-06
21939,2018-10-26
21940,2018-11-16
21941,2021-11-06
21942,2019-01-05
21943,2017-06-30
21944,2021-11-06
21945,2021-11-06
21946,2019-01-10
21947,2019-11-04
21948,2018-08-18
21949,2017-08-15
21950,2019-10-11
21951,2017-03-30
21952,2021-11-06
21953,2019-02-23
21954,2019-08-23
21955,2019-02-19
21956,2019-04-11
21957,2017-07-24
21958,2017-08-27
21959,2019-12-11
21960,2021-11-06
21961,2017-03-27
21962,2018-10-12
21963,2021-11-06
21964,2018-07-15
21965,2017-12-12
21966,2017-10-13
21967,2018-10-20
21968,2019-02-03
21969,2019-08-15
21970,2021-11-06
21971,2017-10-31
21972,2019-11-05
21973,2017-05-20
21974,2019-07-20
21975,2021-11-06
21976,2018-03-04
21977,2017-07-26
21978,2017-08-02
21979,2018-06-04
21980,2017-09-22
21981,2017-07-15
21982,2018-11-23
21983,2018-07-15
21984,2018-03-09
21985,2019-08-17
21986,2019-06-26
21987,2018-03-11
21988,2019-01-21
21989,2018-01-03
21990,2017-01-13
21991,2018-10-27
21992,2019-07-06
21993,2020-01-14
21994,2021-11-06
21995,2018-08-05
21996,2019-05-16
21997,2021-11-06
21998,2018-03-27
21999,2019-09-01
22000,2019-02-20
22001,2019-09-29
22002,2017-11-09
22003,2018-05-12
22004,2017-10-12
22005,2019-09-03
22006,2019-08-16
22007,2019-07-26
22008,2018-11-27
22009,2017-09-28
22010,2021-11-06
22011,2017-05-23
22012,2018-04-30
22013,2018-07-29
22014,2019-01-01
22015,2017-12-21
22016,2019-01-22
22017,2017-01-04
22018,2019-07-28
22019,2017-08-20
22020,2021-11-06
22021,2018-01-11
22022,2019-09-05
22023,2020-02-18
22024,2021-11-06
22025,2019-07-22
22026,2021-11-06
22027,2018-12-10
22028,2018-04-23
22029,2017-10-08
22030,2019-06-07
22031,2019-11-06
22032,2017-08-04
22033,2018-08-11
22034,2017-06-04
22035,2019-01-17
22036,2021-11-06
22037,2019-02-17
22038,2021-11-06
22039,2021-11-06
22040,2018-09-30
22041,2020-02-12
22042,2021-11-06
22043,2021-11-06
22044,2018-10-31
22045,2017-06-17
22046,2021-11-06
22047,2019-09-25
22048,2019-06-20
22049,2017-01-03
22050,2018-08-28
22051,2018-10-05
22052,2017-02-24
22053,2017-09-27
22054,2017-11-24
22055,2019-04-15
22056,2021-11-06
22057,2019-02-04
22058,2018-06-19
22059,2018-12-27
22060,2019-08-13
22061,2019-08-03
22062,2018-12-25
22063,2021-11-06
22064,2021-11-06
22065,2017-01-11
22066,2018-07-10
22067,2021-11-06
22068,2021-11-06
22069,2021-11-06
22070,2018-11-22
22071,2019-06-14
22072,2018-06-06
22073,2019-05-08
22074,2019-06-01
22075,2021-11-06
22076,2017-08-12
22077,2018-07-24
22078,2019-10-18
22079,2021-11-06
22080,2020-01-24
22081,2021-11-06
22082,2018-03-29
22083,2018-11-01
22084,2017-12-19
22085,2017-09-21
22086,2018-07-25
22087,2018-09-26
22088,2017-07-09
22089,2021-11-06
22090,2018-08-03
22091,2021-11-06
22092,2017-05-08
22093,2019-01-07
22094,2019-01-29
22095,2018-09-27
22096,2018-12-23
22097,2017-01-22
22098,2017-08-27
22099,2018-11-20
22100,2017-06-11
22101,2017-04-23
22102,2017-02-28
22103,2019-08-18
22104,2021-11-06
22105,2017-10-23
22106,2018-10-16
22107,2019-03-09
22108,2018-10-04
22109,2021-11-06
22110,2021-11-06
22111,2019-03-13
22112,2017-05-13
22113,2018-09-02
22114,2020-01-05
22115,2018-06-12
22116,2021-11-06
22117,2021-11-06
22118,2020-02-01
22119,2019-12-18
22120,2021-11-06
22121,2021-11-06
22122,2017-11-18
22123,2019-01-17
22124,2017-05-13
22125,2019-12-29
22126,2018-07-10
22127,2019-05-08
22128,2021-11-06
22129,2018-11-09
22130,2019-07-06
22131,2019-04-07
22132,2019-11-27
22133,2017-10-02
22134,2019-03-29
22135,2017-04-22
22136,2019-08-12
22137,2019-02-24
22138,2021-11-06
22139,2017-01-04
22140,2021-11-06
22141,2017-03-11
22142,2017-08-30
22143,2021-11-06
22144,2018-02-28
22145,2021-11-06
22146,2020-01-23
22147,2017-11-26
22148,2018-06-13
22149,2019-07-28
22150,2021-11-06
22151,2018-04-08
22152,2018-12-25
22153,2021-11-06
22154,2017-11-07
22155,2018-02-22
22156,2018-03-10
22157,2017-11-13
22158,2021-11-06
22159,2017-03-23
22160,2021-11-06
22161,2018-09-04
22162,2018-09-07
22163,2021-11-06
22164,2021-11-06
22165,2021-11-06
22166,2019-07-25
22167,2021-11-06
22168,2017-10-22
22169,2020-01-24
22170,2019-12-19
22171,2018-11-07
22172,2017-10-27
22173,2019-05-04
22174,2017-07-13
22175,2018-02-25
22176,2018-09-06
22177,2021-11-06
22178,2017-06-23
22179,2017-11-14
22180,2021-11-06
22181,2017-02-21
22182,2021-11-06
22183,2019-06-27
22184,2017-05-24
22185,2021-11-06
22186,2018-05-12
22187,2018-07-01
22188,2019-12-20
22189,2017-02-25
22190,2018-11-20
22191,2017-02-22
22192,2021-11-06
22193,2017-12-24
22194,2018-02-16
22195,2021-11-06
22196,2019-04-18
22197,2018-11-17
22198,2019-05-28
22199,2017-07-21
22200,2018-04-07
22201,2018-03-31
22202,2018-10-01
22203,2017-08-16
22204,2018-03-01
22205,2017-08-28
22206,2021-11-06
22207,2019-05-21
22208,2017-09-26
22209,2019-12-12
22210,2018-04-11
22211,2019-06-25
22212,2021-11-06
22213,2021-11-06
22214,2017-08-11
22215,2018-03-26
22216,2017-09-24
22217,2020-02-09
22218,2021-11-06
22219,2017-02-26
22220,2019-07-12
22221,2021-11-06
22222,2019-09-30
22223,2018-06-12
22224,2018-06-10
22225,2019-08-25
22226,2017-04-17
22227,2018-11-20
22228,2019-04-03
22229,2018-11-08
22230,2018-08-30
22231,2019-11-28
22232,2017-07-13
22233,2019-08-07
22234,2017-07-27
22235,2017-02-05
22236,2019-01-31
22237,2019-06-29
22238,2017-06-14
22239,2017-10-22
22240,2019-07-24
22241,2017-03-13
22242,2018-08-15
22243,2021-11-06
22244,2019-05-29
22245,2021-11-06
22246,2017-02-26
22247,2019-11-08
22248,2019-10-06
22249,2021-11-06
22250,2019-01-18
22251,2021-11-06
22252,2017-02-06
22253,2019-02-14
22254,2020-02-10
22255,2021-11-06
22256,2018-10-24
22257,2019-05-19
22258,2021-11-06
22259,2021-11-06
22260,2018-12-02
22261,2021-11-06
22262,2018-08-02
22263,2021-11-06
22264,2017-10-16
22265,2020-01-25
22266,2021-11-06
22267,2019-07-29
22268,2019-11-05
22269,2017-07-24
22270,2019-03-25
22271,2018-05-13
22272,2018-06-20
22273,2019-04-04
22274,2018-04-17
22275,2017-09-30
22276,2018-06-13
22277,2019-11-16
22278,2019-08-30
22279,2021-11-06
22280,2018-09-25
22281,2018-12-28
22282,2019-10-03
22283,2019-08-02
22284,2017-06-09
22285,2021-11-06
22286,2017-12-16
22287,2018-08-05
22288,2017-01-15
22289,2018-10-03
22290,2021-11-06
22291,2018-06-27
22292,2018-10-08
22293,2020-01-18
22294,2017-03-18
22295,2020-01-13
22296,2018-11-06
22297,2018-02-21
22298,2017-11-19
22299,2018-04-25
22300,2017-10-16
22301,2019-03-31
22302,2019-08-19
22303,2018-08-18
22304,2018-05-16
22305,2017-01-20
22306,2017-10-16
22307,2021-11-06
22308,2017-03-13
22309,2018-05-30
22310,2018-09-08
22311,2019-05-30
22312,2017-04-03
22313,2018-08-30
22314,2018-05-16
22315,2019-08-13
22316,2017-02-24
22317,2021-11-06
22318,2019-03-07
22319,2021-11-06
22320,2019-10-06
22321,2019-04-08
22322,2018-08-02
22323,2021-11-06
22324,2019-01-09
22325,2021-11-06
22326,2019-12-21
22327,2019-08-17
22328,2018-01-05
22329,2018-07-31
22330,2017-07-09
22331,2018-01-23
22332,2018-03-03
22333,2018-10-16
22334,2017-01-11
22335,2019-07-17
22336,2019-08-06
22337,2018-03-25
22338,2018-07-28
22339,2019-03-10
22340,2017-10-05
22341,2019-06-29
22342,2019-05-31
22343,2018-07-27
22344,2018-08-20
22345,2018-12-22
22346,2017-07-15
22347,2018-07-30
22348,2019-06-24
22349,2017-11-23
22350,2021-11-06
22351,2020-01-15
22352,2021-11-06
22353,2020-01-22
22354,2017-07-29
22355,2017-10-11
22356,2021-11-06
22357,2019-07-02
22358,2021-11-06
22359,2017-08-18
22360,2017-12-08
22361,2017-06-21
22362,2019-07-15
22363,2018-01-23
22364,2019-05-03
22365,2017-01-05
22366,2018-01-26
22367,2021-11-06
22368,2019-09-24
22369,2017-03-06
22370,2017-10-15
22371,2021-11-06
22372,2019-11-13
22373,2021-11-06
22374,2018-10-04
22375,2019-07-16
22376,2018-09-12
22377,2020-02-12
22378,2019-03-27
22379,2018-04-27
22380,2019-12-10
22381,2019-10-18
22382,2020-02-13
22383,2021-11-06
22384,2021-11-06
22385,2021-11-06
22386,2017-02-18
22387,2019-12-10
22388,2018-05-17
22389,2017-04-10
22390,2017-12-27
22391,2019-12-01
22392,2021-11-06
22393,2021-11-06
22394,2019-05-10
22395,2017-06-30
22396,2018-04-28
22397,2019-08-23
22398,2019-05-03
22399,2019-12-16
22400,2019-08-13
22401,2017-02-27
22402,2018-11-17
22403,2019-03-31
22404,2019-12-12
22405,2021-11-06
22406,2021-11-06
22407,2021-11-06
22408,2021-11-06
22409,2018-06-03
22410,2021-11-06
22411,2018-06-15
22412,2021-11-06
22413,2019-03-25
22414,2019-12-06
22415,2017-09-13
22416,2021-11-06
22417,2021-11-06
22418,2019-04-28
22419,2021-11-06
22420,2018-07-28
22421,2021-11-06
22422,2021-11-06
22423,2018-01-28
22424,2021-11-06
22425,2019-09-28
22426,2018-10-03
22427,2017-08-09
22428,2018-04-30
22429,2018-06-20
22430,2019-08-05
22431,2018-04-25
22432,2021-11-06
22433,2019-03-23
22434,2021-11-06
22435,2017-11-24
22436,2021-11-06
22437,2019-08-26
22438,2018-02-23
22439,2017-05-24
22440,2017-09-06
22441,2019-04-18
22442,2021-11-06
22443,2017-03-09
22444,2018-02-06
22445,2018-04-21
22446,2019-10-11
22447,2021-11-06
22448,2018-04-06
22449,2019-10-27
22450,2019-03-04
22451,2021-11-06
22452,2021-11-06
22453,2017-11-22
22454,2021-11-06
22455,2019-09-01
22456,2021-11-06
22457,2021-11-06
22458,2021-11-06
22459,2019-06-25
22460,2017-12-22
22461,2019-05-16
22462,2019-06-01
22463,2021-11-06
22464,2019-11-11
22465,2018-06-10
22466,2021-11-06
22467,2021-11-06
22468,2017-10-16
22469,2021-11-06
22470,2017-12-17
22471,2018-02-19
22472,2018-12-28
22473,2019-09-02
22474,2018-04-03
22475,2021-11-06
22476,2019-08-27
22477,2018-03-17
22478,2021-11-06
22479,2017-02-14
22480,2019-05-07
22481,2019-08-09
22482,2018-03-15
22483,2019-06-02
22484,2019-11-08
22485,2017-01-27
22486,2018-12-14
22487,2018-07-20
22488,2017-03-02
22489,2021-11-06
22490,2019-01-29
22491,2019-01-05
22492,2020-01-18
22493,2017-04-24
22494,2021-11-06
22495,2021-11-06
22496,2018-07-02
22497,2017-02-06
22498,2021-11-06
22499,2018-05-08
22500,2019-04-12
22501,2017-07-25
22502,2018-12-23
22503,2018-09-03
22504,2017-05-11
22505,2019-01-28
22506,2021-11-06
22507,2020-01-29
22508,2019-03-27
22509,2019-05-05
22510,2018-06-21
22511,2017-12-25
22512,2019-02-22
22513,2020-01-11
22514,2017-10-29
22515,2018-11-17
22516,2018-06-28
22517,2019-07-12
22518,2019-02-15
22519,2019-07-10
22520,2020-01-24
22521,2019-10-04
22522,2018-12-04
22523,2021-11-06
22524,2021-11-06
22525,2018-01-12
22526,2019-09-16
22527,2019-11-18
22528,2021-11-06
22529,2019-10-30
22530,2019-06-18
22531,2018-04-25
